PLAYER_NAME,PLAYER_POSITION,PLAYER_TEAM,2019_G,2019_GS,2019_IP,2019_BB,2019_K,2019_W,2019_SV,2019_HD,2019_ERA,2019_WHIP,2019_K/9,2020_G,2020_GS,2020_IP,2020_BB,2020_K,2020_W,2020_SV,2020_HD,2020_ERA,2020_WHIP,2020_K/9,2020_OUTLOOK
Yimi Garcia,RP,Marlins,64.0,0.0,62.1,14.0,66.0,1.0,0.0,4.0,3.61,0.87,9.53,22.0,0.0,21.0,5.0,22.0,1.0,0.0,4.0,4.29,1.1,9.43,No outlook available.
Keynan Middleton,RP,Angels,11.0,0.0,7.2,7.0,6.0,0.0,0.0,0.0,1.17,1.43,7.04,16.0,0.0,14.0,6.0,16.0,1.0,1.0,3.0,3.86,1.29,10.29,No outlook available.
Joe Kelly,RP,Dodgers,55.0,0.0,51.1,22.0,62.0,5.0,1.0,8.0,4.73,1.4,10.87,19.0,0.0,18.0,7.0,18.0,1.0,0.0,5.0,4.5,1.33,9.0,No outlook available.
Taijuan Walker,SP,Mariners,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,9.0,9.0,23.0,9.0,20.0,1.0,0.0,0.0,3.91,1.35,7.83,No outlook available.
Patrick Weigel,SP,Braves,,,,,,,,,,,,5.0,0.0,5.0,3.0,4.0,0.0,0.0,0.0,3.6,1.4,7.2,No outlook available.
Brandon Morrow,RP,Cubs,,,,,,,,,,,,5.0,0.0,5.0,1.0,6.0,0.0,0.0,0.0,1.8,1.0,10.8,No outlook available.
Carlos Estevez,RP,Rockies,71.0,0.0,72.0,23.0,81.0,2.0,0.0,11.0,3.75,1.28,10.13,24.0,0.0,24.0,8.0,29.0,2.0,1.0,5.0,4.5,1.29,10.88,No outlook available.
Justin Dunn,SP,Mariners,4.0,4.0,6.2,9.0,5.0,0.0,0.0,0.0,2.7,1.65,6.75,4.0,4.0,19.0,7.0,20.0,1.0,0.0,0.0,3.79,1.26,9.47,No outlook available.
Justin Wilson,RP,Mets,45.0,0.0,39.0,19.0,44.0,4.0,4.0,9.0,2.54,1.33,10.15,23.0,0.0,19.0,8.0,22.0,1.0,0.0,4.0,3.79,1.26,10.42,No outlook available.
Andrew Chafin,RP,Diamondbacks,77.0,0.0,52.2,18.0,68.0,2.0,0.0,23.0,3.76,1.33,11.62,28.0,0.0,19.0,7.0,24.0,1.0,0.0,8.0,3.79,1.26,11.37,No outlook available.
Taylor Hearn,SP,Rangers,1.0,1.0,0.1,4.0,0.0,0.0,0.0,0.0,108.0,21.0,0.0,5.0,0.0,5.0,2.0,5.0,0.0,0.0,0.0,5.4,1.2,9.0,No outlook available.
Daniel Norris,SP,Tigers,32.0,29.0,144.1,38.0,125.0,3.0,0.0,0.0,4.49,1.33,7.79,8.0,8.0,37.0,11.0,33.0,1.0,0.0,0.0,4.86,1.35,8.03,"Norris is miscast as a starting pitcher, and Detroit realized that by moving him into an opener role during the 2019 season. As evidence, his ERA the first time through the lineup in 2019 was 2.84, the second time through it climbed to 4.41, and the third time through it blew up to 9.26. Norris allowed 15 of his 22 home runs the second and third time through a lineup last season, and his opponents' batting average jumped from .259 the first two times through to .323 when he was left out there too long. Even bad teams need pitchers to soak up innings to give the bullpen a break, which explains why Norris piled up 23.1 third-time-through innings that damaged his overall numbers. He would be rosterable in some formats if Detroit promised never to extend him."
Lewis Thorpe,RP,Twins,12.0,2.0,27.2,10.0,31.0,3.0,0.0,1.0,6.18,1.73,10.08,3.0,0.0,5.0,2.0,5.0,0.0,0.0,0.0,5.4,1.4,9.0,No outlook available.
Anthony Bass,RP,Blue Jays,44.0,0.0,48.0,17.0,43.0,2.0,5.0,6.0,3.56,0.98,8.06,13.0,0.0,18.0,5.0,15.0,0.0,2.0,5.0,4.5,1.22,7.5,No outlook available.
Josh Taylor,RP,Red Sox,52.0,1.0,46.1,16.0,61.0,1.0,0.0,5.0,3.11,1.21,11.85,14.0,0.0,13.0,6.0,16.0,1.0,0.0,3.0,2.77,1.23,11.08,No outlook available.
Tyler Alexander,SP,Tigers,13.0,8.0,53.2,7.0,47.0,1.0,0.0,0.0,4.86,1.4,7.88,10.0,0.0,23.0,5.0,18.0,1.0,0.0,0.0,5.87,1.39,7.04,No outlook available.
Jacob Waguespack,SP,Blue Jays,16.0,13.0,78.0,29.0,63.0,5.0,0.0,0.0,4.38,1.33,7.27,3.0,0.0,14.0,6.0,12.0,1.0,0.0,0.0,5.14,1.43,7.71,No outlook available.
Oliver Perez,RP,Indians,67.0,0.0,40.2,12.0,48.0,2.0,1.0,22.0,4.43,1.25,10.62,26.0,0.0,16.0,3.0,18.0,1.0,0.0,6.0,3.94,1.06,10.13,No outlook available.
Jerad Eickhoff,SP,Padres,12.0,10.0,58.1,18.0,51.0,3.0,1.0,0.0,5.71,1.3,7.87,3.0,0.0,5.0,2.0,4.0,0.0,0.0,0.0,5.4,1.4,7.2,No outlook available.
Arodys Vizcaino,RP,FA,4.0,0.0,4.0,3.0,6.0,1.0,1.0,0.0,2.25,1.5,13.5,,,,,,,,,,,,No outlook available.
Adam Plutko,SP,Indians,21.0,20.0,109.1,26.0,78.0,7.0,0.0,0.0,4.86,1.29,6.42,11.0,6.0,49.0,15.0,37.0,2.0,0.0,0.0,5.14,1.33,6.8,"A poor spring ticketed Plutko to open the season with Triple-A Columbus where he was immediately put on the 7-day IL with a forearm strain. After rehabbing, Plutko was summoned to the majors in mid-May, going on to start 20 games as the Indians suffered several injuries to their rotation. Plutko is a fly-ball pitcher with good control, but he's not dominant so he's even more susceptible to the long ball. In fact, he surrendered 22 round-trippers in just 109 1/3 frames. Plutko will compete with Aaron Civale and Zach Plesac for two rotation openings and will likely end up on the outside, looking in. Even if he captures a spot, low strikeouts and a high ERA driven by home runs isn't a fantasy friendly combination."
Joe Smith,RP,Astros,28.0,0.0,25.0,5.0,22.0,1.0,0.0,4.0,1.8,0.96,7.92,,,,,,,,,,,,No outlook available.
Jharel Cotton,SP,Cubs,,,,,,,,,,,,1.0,1.0,5.0,2.0,4.0,0.0,0.0,0.0,7.2,1.6,7.2,No outlook available.
Logan Webb,SP,Giants,8.0,8.0,39.2,14.0,37.0,2.0,0.0,0.0,5.22,1.46,8.39,5.0,5.0,37.0,14.0,29.0,2.0,0.0,0.0,4.62,1.49,7.05,No outlook available.
Daniel Gossett,SP,Athletics,,,,,,,,,,,,0.0,0.0,8.0,3.0,7.0,0.0,0.0,0.0,4.5,1.38,7.88,No outlook available.
Nick Wittgren,RP,Indians,55.0,0.0,57.2,15.0,60.0,5.0,4.0,12.0,2.81,1.08,9.36,19.0,0.0,20.0,6.0,19.0,1.0,0.0,5.0,4.05,1.25,8.55,No outlook available.
Andrew Kittredge,"RP, SP",Rays,37.0,7.0,49.2,12.0,58.0,1.0,0.0,3.0,4.17,1.27,10.51,20.0,0.0,23.0,5.0,27.0,2.0,0.0,1.0,3.52,1.13,10.57,No outlook available.
Tyler Chatwood,"RP, SP",Cubs,38.0,5.0,76.2,37.0,74.0,5.0,2.0,4.0,3.76,1.33,8.69,10.0,10.0,47.0,31.0,40.0,3.0,0.0,0.0,4.98,1.6,7.66,No outlook available.
Tanner Rainey,RP,Nationals,52.0,0.0,48.1,38.0,74.0,2.0,0.0,9.0,3.91,1.45,13.78,20.0,0.0,18.0,12.0,25.0,1.0,0.0,6.0,4.5,1.44,12.5,No outlook available.
Darren O'Day,RP,Braves,8.0,0.0,5.1,1.0,6.0,0.0,0.0,0.0,1.69,0.75,10.13,16.0,0.0,13.0,3.0,15.0,1.0,0.0,2.0,4.15,1.08,10.38,No outlook available.
Jonathan Loaisiga,RP,Yankees,15.0,4.0,31.2,16.0,37.0,2.0,0.0,1.0,4.55,1.48,10.52,14.0,0.0,22.0,8.0,26.0,1.0,0.0,0.0,4.91,1.32,10.64,No outlook available.
Framber Valdez,"RP, SP",Astros,26.0,8.0,70.2,44.0,68.0,4.0,0.0,0.0,5.86,1.67,8.66,9.0,9.0,40.0,21.0,41.0,2.0,0.0,0.0,4.95,1.45,9.23,No outlook available.
Walker Lockett,SP,Mets,9.0,4.0,22.2,6.0,16.0,1.0,0.0,0.0,8.34,1.72,6.35,1.0,1.0,4.0,1.0,2.0,0.0,0.0,0.0,6.75,1.5,4.5,No outlook available.
James Kaprielian,SP,Athletics,,,,,,,,,,,,0.0,0.0,5.0,1.0,4.0,0.0,0.0,0.0,3.6,1.0,7.2,No outlook available.
Jake Diekman,RP,Athletics,75.0,0.0,61.0,39.0,82.0,1.0,0.0,30.0,4.72,1.43,12.1,26.0,0.0,21.0,11.0,28.0,1.0,1.0,10.0,3.43,1.29,12.0,No outlook available.
Adam Morgan,RP,Phillies,40.0,0.0,29.2,10.0,29.0,3.0,0.0,19.0,3.94,1.01,8.8,18.0,0.0,16.0,5.0,20.0,1.0,0.0,7.0,3.38,1.13,11.25,No outlook available.
Paul Blackburn,SP,Athletics,4.0,1.0,11.0,4.0,8.0,0.0,0.0,0.0,10.64,2.09,6.55,4.0,2.0,14.0,5.0,8.0,1.0,0.0,0.0,4.5,1.36,5.14,No outlook available.
Tommy Hunter,RP,Phillies,5.0,0.0,5.1,0.0,5.0,0.0,0.0,1.0,0.0,0.38,8.44,13.0,0.0,13.0,2.0,12.0,1.0,0.0,1.0,3.46,1.08,8.31,No outlook available.
Alex Cobb,SP,Orioles,3.0,3.0,12.1,2.0,8.0,0.0,0.0,0.0,10.95,1.86,5.84,8.0,8.0,38.0,11.0,25.0,1.0,0.0,0.0,6.16,1.47,5.92,No outlook available.
Spencer Howard,SP,Phillies,,,,,,,,,,,,6.0,6.0,29.0,10.0,30.0,2.0,0.0,0.0,4.34,1.28,9.31,No outlook available.
Ryan Brasier,RP,Red Sox,62.0,0.0,55.2,21.0,61.0,2.0,7.0,10.0,4.85,1.29,9.86,24.0,0.0,22.0,5.0,26.0,2.0,0.0,3.0,3.68,1.09,10.64,No outlook available.
Michael Feliz,RP,Pirates,58.0,1.0,56.1,27.0,73.0,4.0,0.0,3.0,3.99,1.26,11.66,23.0,0.0,23.0,9.0,26.0,1.0,0.0,3.0,4.3,1.3,10.17,No outlook available.
Wilmer Font,"RP, SP",Blue Jays,48.0,17.0,84.1,29.0,95.0,4.0,0.0,2.0,4.48,1.27,10.14,15.0,0.0,23.0,8.0,24.0,1.0,0.0,3.0,5.09,1.3,9.39,No outlook available.
Hector Rondon,RP,Diamondbacks,62.0,1.0,60.2,20.0,48.0,3.0,0.0,19.0,3.71,1.25,7.12,20.0,0.0,19.0,7.0,18.0,1.0,0.0,4.0,3.79,1.32,8.53,No outlook available.
Brad Wieck,RP,Cubs,44.0,0.0,34.2,13.0,49.0,2.0,0.0,9.0,5.71,1.18,12.72,16.0,0.0,16.0,5.0,21.0,1.0,0.0,3.0,5.06,1.19,11.81,No outlook available.
Adbert Alzolay,SP,Cubs,4.0,2.0,12.1,9.0,13.0,1.0,0.0,0.0,7.3,1.78,9.49,1.0,1.0,5.0,3.0,5.0,0.0,0.0,0.0,5.4,1.6,9.0,No outlook available.
Rafael Montero,RP,Rangers,22.0,0.0,29.0,5.0,34.0,2.0,0.0,7.0,2.48,0.97,10.55,18.0,0.0,18.0,7.0,19.0,1.0,2.0,5.0,4.0,1.33,9.5,No outlook available.
Bryan Abreu,RP,Astros,7.0,0.0,8.2,3.0,13.0,0.0,0.0,0.0,1.04,0.81,13.5,10.0,0.0,13.0,8.0,16.0,1.0,0.0,0.0,4.85,1.38,11.08,No outlook available.
Trevor Gott,RP,Giants,50.0,0.0,52.2,17.0,57.0,7.0,1.0,1.0,4.44,1.1,9.74,20.0,0.0,19.0,7.0,16.0,1.0,1.0,1.0,5.21,1.37,7.58,No outlook available.
Jeremy Jeffress,RP,Cubs,48.0,0.0,52.0,17.0,46.0,3.0,1.0,12.0,5.02,1.37,7.96,19.0,0.0,20.0,7.0,18.0,1.0,2.0,3.0,4.05,1.3,8.1,No outlook available.
Cristian Javier,SP,Astros,,,,,,,,,,,,1.0,1.0,10.0,5.0,14.0,1.0,0.0,0.0,2.7,1.1,12.6,No outlook available.
Jose Alvarez,RP,Phillies,67.0,1.0,59.0,18.0,51.0,3.0,1.0,16.0,3.36,1.42,7.78,25.0,0.0,21.0,6.0,21.0,1.0,1.0,6.0,3.86,1.24,9.0,No outlook available.
Noe Ramirez,"RP, SP",Angels,51.0,7.0,67.2,20.0,79.0,5.0,0.0,3.0,3.99,1.17,10.51,18.0,0.0,22.0,7.0,25.0,1.0,0.0,1.0,4.5,1.18,10.23,No outlook available.
Jose Urena,"SP, RP",Marlins,25.0,13.0,84.2,26.0,62.0,4.0,3.0,0.0,5.21,1.48,6.59,18.0,0.0,24.0,8.0,19.0,1.0,1.0,2.0,4.5,1.29,7.13,"Scouts have a saying: ?You can't teach velocity.? This explains why the Marlins are hell bent on finding a role for Urena and his 86th percentile (95 mph) sinking fastball. Control and the inability to develop secondary pitches have curtailed his development. Last season, Urena posted a 4.58 ERA and 1.45 WHIP in 74.2 innings as a starter, fanning only 51. After missing time with a back injury, Urena spent September as a reliever, recording a 9.00 ERA and 1.70 WHIP, albeit with 11 punch-outs in 10 frames. Urena, the Marlins' Opening Day starter the past two seasons, is expected to be stretched out in the spring. He wouldn't be the first to have something click, but it's only worth paying to find out in deep formats where streaming pitchers is a tactic."
Scott Barlow,RP,Royals,61.0,0.0,70.1,37.0,92.0,3.0,1.0,14.0,4.22,1.44,11.77,15.0,0.0,25.0,13.0,28.0,1.0,0.0,6.0,4.68,1.44,10.08,No outlook available.
Steve Cishek,RP,White Sox,70.0,0.0,64.0,29.0,57.0,4.0,7.0,11.0,2.95,1.2,8.02,24.0,0.0,22.0,10.0,20.0,1.0,0.0,5.0,3.68,1.27,8.18,No outlook available.
Trent Thornton,SP,Blue Jays,32.0,29.0,154.1,61.0,149.0,6.0,0.0,0.0,4.84,1.41,8.69,10.0,8.0,48.0,19.0,46.0,2.0,0.0,2.0,4.69,1.35,8.63,No outlook available.
Chris Devenski,RP,Astros,61.0,1.0,69.0,21.0,72.0,2.0,0.0,7.0,4.83,1.3,9.39,20.0,0.0,22.0,7.0,26.0,1.0,0.0,2.0,4.5,1.23,10.64,No outlook available.
Steven Brault,SP,Pirates,26.0,19.0,113.1,53.0,100.0,4.0,0.0,0.0,5.08,1.49,7.94,8.0,8.0,39.0,21.0,31.0,2.0,0.0,0.0,5.31,1.56,7.15,No outlook available.
Peter Fairbanks,RP,Rays,21.0,0.0,21.0,10.0,28.0,2.0,2.0,3.0,6.86,1.67,12.0,12.0,0.0,12.0,4.0,13.0,1.0,1.0,2.0,3.75,1.25,9.75,No outlook available.
Lou Trivino,RP,Athletics,61.0,0.0,60.0,31.0,57.0,4.0,0.0,17.0,5.25,1.53,8.55,21.0,0.0,21.0,8.0,23.0,1.0,1.0,7.0,3.86,1.24,9.86,No outlook available.
Wander Suero,RP,Nationals,78.0,0.0,71.1,26.0,81.0,6.0,1.0,19.0,4.54,1.26,10.22,16.0,0.0,16.0,5.0,18.0,1.0,0.0,7.0,4.5,1.25,10.13,No outlook available.
Drew Steckenrider,RP,Marlins,15.0,0.0,14.1,5.0,14.0,0.0,0.0,3.0,6.28,0.98,8.79,16.0,0.0,15.0,5.0,15.0,1.0,1.0,3.0,5.4,1.27,9.0,No outlook available.
Tim Hill,RP,Padres,46.0,0.0,39.2,13.0,39.0,2.0,1.0,9.0,3.63,1.11,8.85,19.0,0.0,15.0,4.0,13.0,1.0,0.0,4.0,4.2,1.27,7.8,No outlook available.
Vince Velasquez,"SP, RP",Phillies,33.0,23.0,117.1,43.0,130.0,7.0,0.0,2.0,4.91,1.39,9.97,15.0,3.0,26.0,10.0,27.0,1.0,0.0,0.0,5.19,1.38,9.35,No outlook available.
Darwinzon Hernandez,RP,Red Sox,29.0,1.0,30.1,26.0,57.0,0.0,0.0,3.0,4.45,1.75,16.91,14.0,0.0,14.0,10.0,15.0,1.0,0.0,2.0,4.5,1.57,9.64,No outlook available.
Carl Edwards Jr.,RP,Mariners,22.0,0.0,17.0,13.0,19.0,1.0,0.0,4.0,8.47,1.47,10.06,19.0,0.0,16.0,7.0,19.0,1.0,0.0,3.0,4.5,1.19,10.69,No outlook available.
Cody Stashak,RP,Twins,18.0,1.0,25.0,1.0,25.0,0.0,0.0,1.0,3.24,1.2,9.0,4.0,0.0,5.0,1.0,6.0,0.0,0.0,0.0,5.4,1.2,10.8,No outlook available.
Victor Arano,RP,Phillies,3.0,0.0,4.2,2.0,7.0,1.0,0.0,0.0,3.86,0.86,13.5,11.0,0.0,14.0,4.0,17.0,1.0,0.0,0.0,3.21,1.14,10.93,No outlook available.
Dylan Floro,RP,Dodgers,50.0,0.0,46.2,14.0,42.0,5.0,0.0,6.0,4.24,1.29,8.1,10.0,0.0,15.0,4.0,14.0,1.0,0.0,2.0,3.6,1.27,8.4,No outlook available.
Alex Young,SP,Diamondbacks,17.0,15.0,83.1,27.0,71.0,7.0,0.0,0.0,3.56,1.19,7.67,12.0,4.0,45.0,20.0,37.0,2.0,0.0,0.0,5.4,1.49,7.4,No outlook available.
Jalen Beeks,RP,Rays,33.0,3.0,104.1,40.0,89.0,6.0,1.0,3.0,4.31,1.49,7.68,7.0,0.0,24.0,10.0,24.0,1.0,0.0,2.0,4.5,1.38,9.0,No outlook available.
Jeurys Familia,RP,Mets,66.0,0.0,60.0,42.0,63.0,4.0,0.0,14.0,5.7,1.73,9.45,22.0,0.0,21.0,11.0,22.0,1.0,0.0,4.0,4.71,1.43,9.43,"Little went right for Familia last season as the once-dominant closer posted the worst season of his career. His 23% strikeout rate was lower than usual but his bloated 15.3% walk rate and a high .346 BABIP resulted in an excess of base runners and, hence, runs. Even his pristine HR rate swelled to 1.05 HR/9 -- still low but more than double his career 0.50 mark. Familia's velocity dropped a tick to 96 mph, but it was the complete loss of command and control doing the damage. Even with the increased benefit of a dominant middle reliver in today's fantasy landscape, there are better options out there than relying on the hope that Familia regains some effectiveness."
Adam Kolarek,RP,Dodgers,80.0,0.0,55.0,16.0,45.0,6.0,1.0,18.0,3.27,1.16,7.36,18.0,0.0,15.0,4.0,13.0,1.0,0.0,7.0,3.6,1.2,7.8,No outlook available.
Marcus Walden,RP,Red Sox,70.0,0.0,78.0,32.0,76.0,9.0,2.0,7.0,3.81,1.19,8.77,17.0,0.0,23.0,9.0,23.0,1.0,1.0,7.0,3.91,1.26,9.0,No outlook available.
Scott Alexander,RP,Dodgers,28.0,0.0,17.1,7.0,9.0,3.0,0.0,6.0,3.63,1.38,4.67,10.0,0.0,8.0,3.0,8.0,1.0,0.0,3.0,4.5,1.25,9.0,No outlook available.
Jhoulys Chacin,SP,Twins,25.0,24.0,103.1,46.0,101.0,3.0,0.0,0.0,6.01,1.56,8.8,18.0,0.0,18.0,7.0,14.0,1.0,0.0,0.0,4.0,1.28,7.0,No outlook available.
Touki Toussaint,RP,Braves,24.0,1.0,41.2,26.0,45.0,4.0,0.0,2.0,5.62,1.68,9.72,11.0,0.0,16.0,9.0,16.0,1.0,0.0,1.0,4.5,1.5,9.0,No outlook available.
Zac Grotz,RP,Mariners,14.0,0.0,17.1,8.0,18.0,1.0,0.0,3.0,4.15,1.27,9.35,6.0,0.0,8.0,2.0,8.0,1.0,0.0,1.0,3.38,1.13,9.0,No outlook available.
Hunter Wood,RP,Indians,36.0,2.0,45.1,12.0,39.0,1.0,1.0,2.0,2.98,1.28,7.74,15.0,0.0,16.0,4.0,17.0,1.0,0.0,1.0,3.94,1.19,9.56,No outlook available.
Buck Farmer,RP,Tigers,73.0,1.0,67.2,24.0,73.0,6.0,0.0,15.0,3.72,1.27,9.71,24.0,0.0,23.0,10.0,23.0,0.0,1.0,6.0,4.3,1.39,9.0,No outlook available.
Caleb Ferguson,RP,Dodgers,46.0,2.0,44.2,27.0,54.0,1.0,0.0,5.0,4.84,1.48,10.88,13.0,0.0,15.0,5.0,16.0,1.0,0.0,3.0,4.2,1.27,9.6,No outlook available.
Cam Bedrosian,"RP, SP",Angels,59.0,7.0,61.1,22.0,64.0,3.0,1.0,15.0,3.23,1.14,9.39,15.0,0.0,15.0,6.0,15.0,1.0,0.0,6.0,4.2,1.27,9.0,No outlook available.
Dan Altavilla,RP,Mariners,17.0,0.0,14.2,12.0,18.0,2.0,0.0,1.0,5.52,1.43,11.05,17.0,0.0,16.0,8.0,20.0,1.0,1.0,1.0,4.5,1.31,11.25,No outlook available.
Ryne Harper,RP,Nationals,61.0,0.0,54.1,10.0,50.0,4.0,1.0,12.0,3.81,1.18,8.28,20.0,0.0,18.0,4.0,18.0,1.0,0.0,3.0,4.5,1.22,9.0,No outlook available.
A.J. Minter,RP,Braves,36.0,0.0,29.1,23.0,35.0,3.0,5.0,5.0,7.06,2.01,10.74,14.0,0.0,12.0,4.0,15.0,1.0,0.0,1.0,3.75,1.25,11.25,No outlook available.
Stefan Crichton,RP,Diamondbacks,28.0,0.0,30.1,8.0,33.0,1.0,0.0,3.0,3.56,1.02,9.79,8.0,0.0,10.0,3.0,8.0,1.0,0.0,1.0,3.6,1.3,7.2,No outlook available.
David Bednar,RP,Padres,13.0,0.0,11.0,5.0,14.0,0.0,0.0,2.0,6.55,1.36,11.45,6.0,0.0,5.0,2.0,6.0,0.0,0.0,1.0,3.6,1.2,10.8,No outlook available.
Ray Black,RP,Brewers,17.0,0.0,16.0,9.0,18.0,0.0,0.0,2.0,5.06,1.44,10.13,8.0,0.0,7.0,3.0,9.0,0.0,0.0,0.0,5.14,1.29,11.57,No outlook available.
Trevor Rosenthal,RP,Royals,22.0,0.0,15.1,26.0,17.0,0.0,0.0,2.0,13.5,2.41,9.98,25.0,0.0,19.0,16.0,21.0,1.0,1.0,5.0,6.16,1.74,9.95,No outlook available.
Taylor Cole,"RP, SP",Angels,38.0,6.0,51.2,24.0,50.0,3.0,0.0,4.0,5.92,1.59,8.71,9.0,0.0,14.0,7.0,14.0,1.0,0.0,2.0,4.5,1.43,9.0,No outlook available.
Trey Wingenter,RP,Padres,47.0,1.0,46.1,26.0,65.0,1.0,1.0,15.0,5.05,1.23,12.63,14.0,0.0,13.0,7.0,17.0,1.0,0.0,2.0,4.85,1.31,11.77,No outlook available.
Daniel Zamora,RP,Mets,17.0,0.0,8.2,5.0,8.0,0.0,0.0,0.0,5.19,1.73,8.31,17.0,0.0,9.0,3.0,10.0,1.0,0.0,0.0,4.0,1.22,10.0,No outlook available.
Jon Duplantier,RP,Diamondbacks,15.0,3.0,36.2,18.0,34.0,1.0,1.0,0.0,4.42,1.53,8.35,4.0,0.0,8.0,5.0,7.0,0.0,0.0,0.0,5.63,1.63,7.88,No outlook available.
Gerardo Reyes,RP,Padres,27.0,0.0,26.0,11.0,38.0,4.0,0.0,1.0,7.62,1.35,13.15,8.0,0.0,8.0,3.0,10.0,0.0,0.0,1.0,4.5,1.25,11.25,No outlook available.
Sterling Sharp,SP,Marlins,,,,,,,,,,,,5.0,0.0,5.0,2.0,3.0,0.0,0.0,0.0,5.4,1.4,5.4,No outlook available.
Trevor Megill,RP,Cubs,,,,,,,,,,,,5.0,0.0,5.0,2.0,6.0,0.0,0.0,0.0,5.4,1.4,10.8,No outlook available.
Danny Salazar,SP,FA,1.0,1.0,4.0,3.0,2.0,0.0,0.0,0.0,4.5,1.75,4.5,,,,,,,,,,,,No outlook available.
Brad Brach,RP,Mets,58.0,0.0,54.1,31.0,60.0,5.0,0.0,6.0,5.47,1.62,9.94,15.0,0.0,14.0,6.0,16.0,1.0,0.0,5.0,3.86,1.36,10.29,No outlook available.
Casey Sadler,RP,Cubs,33.0,1.0,46.1,13.0,31.0,4.0,1.0,2.0,2.14,1.17,6.02,10.0,0.0,17.0,5.0,14.0,1.0,0.0,0.0,3.71,1.29,7.41,No outlook available.
Deivi Garcia,SP,Yankees,,,,,,,,,,,,0.0,0.0,5.0,3.0,6.0,0.0,0.0,0.0,5.4,1.4,10.8,No outlook available.
Kyle Finnegan,RP,Nationals,,,,,,,,,,,,5.0,0.0,5.0,2.0,5.0,0.0,0.0,0.0,5.4,1.4,9.0,No outlook available.
Sam Selman,RP,Giants,10.0,0.0,10.1,6.0,10.0,0.0,0.0,1.0,4.35,1.16,8.71,7.0,0.0,7.0,4.0,9.0,0.0,0.0,0.0,3.86,1.29,11.57,No outlook available.
Blake Parker,RP,Phillies,60.0,2.0,61.1,22.0,65.0,3.0,10.0,13.0,4.55,1.22,9.54,16.0,0.0,16.0,6.0,17.0,1.0,0.0,2.0,4.5,1.31,9.56,No outlook available.
Lucas Sims,RP,Reds,24.0,4.0,43.0,19.0,57.0,2.0,0.0,3.0,4.6,1.16,11.93,11.0,0.0,16.0,8.0,17.0,1.0,0.0,1.0,5.06,1.38,9.56,No outlook available.
Alec Mills,SP,Cubs,9.0,4.0,36.0,11.0,42.0,1.0,1.0,0.0,2.75,1.17,10.5,8.0,4.0,30.0,11.0,23.0,2.0,0.0,0.0,5.4,1.43,6.9,No outlook available.
Nick Vincent,RP,Marlins,32.0,1.0,44.2,12.0,47.0,1.0,0.0,1.0,4.43,1.32,9.47,12.0,0.0,14.0,3.0,14.0,1.0,0.0,2.0,3.86,1.14,9.0,No outlook available.
Brady Singer,SP,Royals,,,,,,,,,,,,8.0,8.0,40.0,12.0,29.0,2.0,0.0,0.0,4.5,1.33,6.53,No outlook available.
Jarlin Garcia,RP,Giants,53.0,0.0,50.2,16.0,39.0,4.0,0.0,6.0,3.02,1.11,6.93,13.0,0.0,14.0,5.0,10.0,1.0,0.0,1.0,4.5,1.36,6.43,No outlook available.
Austin Pruitt,RP,Astros,14.0,2.0,47.0,12.0,39.0,3.0,0.0,0.0,4.4,1.23,7.47,7.0,2.0,25.0,6.0,23.0,2.0,0.0,0.0,4.68,1.24,8.28,No outlook available.
Jeff Brigham,RP,Marlins,32.0,0.0,38.1,14.0,39.0,3.0,1.0,5.0,4.46,1.3,9.16,14.0,0.0,17.0,6.0,15.0,1.0,0.0,4.0,4.76,1.29,7.94,No outlook available.
Reyes Moronta,RP,Giants,56.0,0.0,56.2,33.0,70.0,3.0,0.0,15.0,2.86,1.31,11.12,7.0,0.0,7.0,4.0,8.0,0.0,0.0,2.0,5.14,1.43,10.29,No outlook available.
Art Warren,RP,Mariners,6.0,0.0,5.1,2.0,5.0,1.0,0.0,1.0,0.0,0.75,8.44,7.0,0.0,6.0,3.0,7.0,0.0,0.0,0.0,3.0,1.33,10.5,No outlook available.
Grant Dayton,RP,Braves,14.0,0.0,12.0,4.0,14.0,0.0,0.0,1.0,3.0,1.33,10.5,6.0,0.0,5.0,1.0,6.0,0.0,0.0,1.0,3.6,1.2,10.8,No outlook available.
Chaz Roe,RP,Rays,71.0,0.0,51.0,31.0,65.0,1.0,1.0,25.0,4.06,1.57,11.47,26.0,0.0,20.0,9.0,20.0,1.0,0.0,10.0,4.5,1.35,9.0,No outlook available.
Adrian Morejon,SP,Padres,5.0,2.0,8.0,3.0,9.0,0.0,0.0,0.0,10.13,2.25,10.13,4.0,0.0,5.0,2.0,5.0,0.0,0.0,0.0,5.4,1.4,9.0,No outlook available.
Chris Mazza,RP,Red Sox,9.0,0.0,16.1,5.0,11.0,1.0,0.0,0.0,5.51,1.59,6.06,7.0,1.0,16.0,5.0,10.0,1.0,0.0,0.0,4.5,1.31,5.63,No outlook available.
J.B. Wendelken,RP,Athletics,26.0,0.0,31.2,9.0,32.0,3.0,0.0,1.0,3.69,0.95,9.09,6.0,0.0,8.0,3.0,9.0,1.0,0.0,1.0,3.38,1.25,10.13,No outlook available.
Devin Williams,RP,Brewers,13.0,0.0,13.2,6.0,14.0,0.0,0.0,2.0,3.95,1.76,9.22,10.0,0.0,10.0,6.0,14.0,1.0,0.0,1.0,3.6,1.4,12.6,No outlook available.
