PLAYER_NAME,PLAYER_POSITION,PLAYER_TEAM,2019_G,2019_GS,2019_IP,2019_BB,2019_K,2019_W,2019_SV,2019_HD,2019_ERA,2019_WHIP,2019_K/9,2020_G,2020_GS,2020_IP,2020_BB,2020_K,2020_W,2020_SV,2020_HD,2020_ERA,2020_WHIP,2020_K/9,2020_OUTLOOK
Joe Musgrove,SP,Pirates,34.0,31.0,170.1,39.0,157.0,11.0,0.0,1.0,4.44,1.22,8.3,12.0,12.0,65.0,13.0,59.0,4.0,0.0,0.0,4.71,1.22,8.17,"Musgrove's results up to this point have been pedestrian, but expectations for him have always been high, and this season is no different. Musgrove's 4.44 ERA last season was slightly better than league average, but a low LOB% -- a metric largely out of a pitcher's control -- leads to the conclusion that number can go a lot lower. In 2018, his first with the Pirates, Musgrove's LOB% was 69.2%. It plummeted to 63.2% last season, with both marks coming in well below the 72.3% league average. Musgrove isn't dominant, but a 16.4% K%-BB% with a below-average home run rate should lead to a lower ERA than he typically posts. Musgrove throws six pitches, with his changeup, cut fastball and slider all generating swinging strikes at a 17.6% clip or higher. He uses his cutter and sinker about 20% of the time combined, despite those offerings being less effective. Fine-tuning his repertoire, along with better luck in the ERA department, could help Musgrove finally get to the level many have expected him to reach."
Masahiro Tanaka,SP,Yankees,32.0,31.0,182.0,40.0,149.0,11.0,0.0,0.0,4.45,1.25,7.37,10.0,10.0,57.0,12.0,54.0,4.0,0.0,0.0,4.42,1.19,8.53,"After a consistent four-year stretch where his xFIP ranged from 3.29 to 3.61 and his SIERA fell between 3.36 and 3.79, Tanaka's ERA ballooned to 4.45 in 2019. Checking under the hood, Tanaka's velocity has been in gentle decline, but not enough to account for last season's ERA spike. The culprit was an 11.6% swinging-strike mark with his splitter, half of what he was able to entice the prior two campaigns. Tanaka needs the splitter to be effective as his fastball generates swinging strikes at a meager 7% clip, while his slider has checked in around 15% over the past two years. The spin rate on Tanaka's splitter was higher than usual, something detrimental to pitches designed to drop. If he can correct that, Tanaka can again be a solid fantasy asset. It's not a sure thing, however, rendering the 31-year-old right-hander a risk."
Jake Odorizzi,SP,Twins,30.0,30.0,159.0,53.0,178.0,15.0,0.0,0.0,3.51,1.21,10.08,11.0,11.0,56.0,21.0,58.0,4.0,0.0,0.0,4.18,1.27,9.32,No outlook available.
Zack Britton,RP,Yankees,66.0,0.0,61.1,32.0,53.0,3.0,3.0,29.0,1.91,1.14,7.78,24.0,0.0,23.0,13.0,22.0,1.0,5.0,8.0,3.13,1.35,8.61,No outlook available.
Jon Gray,SP,Rockies,27.0,25.0,150.0,56.0,150.0,11.0,0.0,0.0,3.84,1.35,9.0,12.0,12.0,68.0,24.0,67.0,4.0,0.0,0.0,5.03,1.46,8.87,"Gray is a fantasy enigma: For the third time in his four full big-league seasons, he posted a better ERA at Coors Field (3.46) than in his road games (4.22) in 2019. He flashed a career high in average four-seam fastball velocity (96.1 mph), but finished with his lowest strikeout rate (23.6%) since 2015. He kept the ball down, with a career-best 50% ground ball rate, yet allowed a career-worst and one of the league's worst hard-contact rates (44%). The sum of the parts made Gray a top-70 fantasy starter -- and that's in spite of his season ending prematurely due to a fractured foot -- but extracting peak value from his individual starts has proven awfully difficult. Such is the nature of Rockies pitchers, and there aren't hints Gray is due for significantly more."
Dallas Keuchel,SP,White Sox,19.0,19.0,112.2,39.0,91.0,8.0,0.0,0.0,3.75,1.37,7.27,12.0,12.0,71.0,26.0,56.0,4.0,0.0,0.0,4.06,1.34,7.1,"The free-agent market was kinder to Keuchel the second time around, as the southpaw heads to the White Sox to provide a veteran presence on a young staff. The South Side is a sneaky-good landing spot for Keuchel. Not only did the White Sox also sign Yasmani Grandal, one of the best framers in the game, but Guaranteed Rate Field is a stealth pitching venue -- especially for hurlers adept at keeping the ball in the yard. Even in his salad days, Keuchel wasn't dominant, relying on control and his defense. That's why last season's elevated walk rate is a concern, although it was likely the result of a late start to the campaign. Keuchel's low strikeout rate hurts his fantasy potential, but a beneficial team context in a weak division should provide ample opportunity to deploy Keuchel in favorable matchups. He's ideally suited for daily leagues."
Reynaldo Lopez,SP,White Sox,33.0,33.0,184.0,65.0,169.0,10.0,0.0,0.0,5.38,1.46,8.27,11.0,11.0,62.0,22.0,59.0,3.0,0.0,0.0,4.65,1.27,8.56,"A tweak to his delivery during the 2019 All-Star break transformed Lopez from one of the game's least effective regular starters -- he had a 6.34 ERA before it -- into an intriguing late-round fantasy pick, as he rattled off 7-of-15 quality starts, a 4.29 ERA and 22.5% strikeout rate in 15 starts the rest of the way. Those aren't eye-popping numbers, but they fell very much into the ""matchups-capable starter"" bin, and that the White Sox landed him a pitch-framing artist in Yasmani Grandal behind the plate might only boost those 2020 prospects. Lopez isn't quite there as a top breakthrough candidate, but he's also not the pitcher either his full-2019 or career stats indicate. He's worth the dart throw for one of your final mixed-league pitching spots."
Jose Urquidy,SP,Astros,9.0,7.0,41.0,7.0,40.0,2.0,0.0,0.0,3.95,1.1,8.78,8.0,8.0,38.0,9.0,39.0,3.0,0.0,0.0,4.03,1.18,9.24,"Urquidy, formerly Jose Hernandez until a 2018-19 offseason name change, posted a 34.0% strikeout rate and 3.40 ERA in 13 starts and two relief appearances combined between Double-A Corpus Christi and Triple-A Round Rock to begin the season, earning himself a July promotion to the Astros. He rode the Triple-A shuttle the rest of the way while filling in as their schedule-dependent fifth starter, but in the majors his strengths were his 4.2% walk rate and .224 wOBA against left-handed hitters -- his .344 against righties, however, was a concern -- rather than his missing bats. Those traits are enough to make him a strong bet for a rotation spot come Opening Day, as well as a deep-mixed or AL-only flier, but he's probably not the whiff artist he showed in the minors last year."
Caleb Smith,SP,Marlins,29.0,28.0,153.1,60.0,168.0,10.0,0.0,0.0,4.52,1.23,9.86,11.0,11.0,58.0,23.0,62.0,3.0,0.0,0.0,4.5,1.29,9.62,"Smith was on his way towards a huge breakthrough year through two-plus months of 2019, posting a 3.41 ERA, 31.5% strikeout and 4.1 K-to-walk rates in his first 12 starts, before a hip issue cost him a month's time and adversely influenced his performance thereafter. His ERA swelled to 5.36 and walk rate to 10.4% in his 16 post-IL-stint starts, though it's important to point out that he also finished the campaign with a pro-best 153 1/3 innings and might've been somewhat fatigued late. Perhaps Smith will be better equipped to maintain a top-40-capable fantasy starter performance deeper into 2020 this time around, but he does have a history of high walk and fly-ball rates that threaten his start-over-start consistency. Mind his matchups."
Josh James,RP,Astros,49.0,1.0,61.1,35.0,100.0,5.0,1.0,6.0,4.7,1.32,14.67,12.0,6.0,41.0,19.0,52.0,3.0,0.0,4.0,3.73,1.27,11.41,"We'll give him this: he can sure miss bats, his 37.6% strikeout rate in his first full season as a reliever seventh-best among pitchers who had at least 60 innings pitched. James, unfortunately, offers little else, his walk rate a ghastly 13.2% and fly-ball rate 46.5%, making him a three-true-outcomes type on the pitching side (rarely a good thing on that end). It's possible the Astros will restore him to the rotation competition during the spring, but even if he's ticketed for relief again, he'll need to show more control to be more than an AL-only late-rounder."
Marcus Stroman,SP,Mets,32.0,32.0,184.1,58.0,159.0,10.0,0.0,0.0,3.22,1.31,7.76,12.0,12.0,68.0,25.0,57.0,4.0,0.0,0.0,4.24,1.38,7.54,"After posting a 2.96 ERA and earning a berth on the American League All-Star team with Toronto, Stroman was traded to the Mets in late July. His ERA jumped to 3.77 with New York, but his 3.84 xFIP was an improvement over the 4.06 mark he notched with the Blue Jays. Stroman's strikeout rate improved considerably with the Mets -- from 19.3% to 23.0% -- though that coincided with a two-percentage-point jump in his walk rate. In addition, the right-hander's groundball rate (48.3%) plummeted while his HR/9 (1.21) skyrocketed with New York. That's uncharacteristic for Stroman, long one of baseball's most groundball-extreme hurlers. Expect a regression to the mean in 2020, opening the door for some viability as a back-end fantasy starter, especially if Stroman can continue kicking up his strikeout numbers."
Rich Hill,SP,Twins,13.0,13.0,58.2,18.0,72.0,4.0,0.0,0.0,2.45,1.13,11.05,10.0,10.0,48.0,13.0,49.0,3.0,0.0,0.0,3.94,1.17,9.19,"Last year, Hill did what he's done for the past several seasons: pitch extremely well between IL visits. He worked only 58.2 innings, the lowest total since he rejuvenated his career in 2015. Hill averaged 23 starts and 126.2 innings from 2016-18, but a sprained left MCL delayed his 2019 debut until late April. Hill pitched effectively until mid-June, when he was shelved with left forearm tightness. He made it back in September but battled an MCL while making abbreviated appearances. Hill underwent elbow surgery in October, with a 2020 midseason return expected. The Twins signed the southpaw to an incentive-laden contract, looking for second-half help in anticipation of another playoff run. Hill's 29.3 K% last season suggests he can still be dominant as he embarks on his age-40 season. Hill is a worthwhile stash in leagues with deep reserves or separate IL spots."
Mark Melancon,RP,Braves,66.0,0.0,67.1,18.0,68.0,5.0,12.0,5.0,3.61,1.32,9.09,20.0,0.0,20.0,7.0,19.0,1.0,11.0,5.0,3.6,1.35,8.55,"Melancon's career was derailed by a rare condition known as compartment syndrome; swelling in his muscles, nerves and capillaries cut off blood flow to his forearm. When doctors went in for surgery, they found Melancon's pronator muscle was turning gray from a lack of oxygen. It took a while, but with the way Melancon pitched in 2019, it seems we can safely say he made a full recovery. At 34 years old, Melancon was a top-12 qualifying reliever by FIP. He ranked fourth in groundball rate with a 62.1% mark, and his strikeout rate was up six percentage points from 2018. He seized the closer job following a deadline trade to the Braves, and it was reported that he will remain the primary closer to begin 2020, even with Will Smith joining him in Atlanta. Many expect Smith to take the job eventually, though."
Joey Lucchesi,SP,Padres,30.0,30.0,163.2,56.0,158.0,10.0,0.0,0.0,4.18,1.22,8.69,11.0,11.0,57.0,20.0,53.0,3.0,0.0,0.0,4.42,1.28,8.37,No outlook available.
Ian Kennedy,RP,Royals,63.0,0.0,63.1,17.0,73.0,3.0,30.0,1.0,3.41,1.28,10.37,24.0,0.0,24.0,7.0,23.0,1.0,12.0,0.0,4.13,1.29,8.63,No outlook available.
Ryan Yarbrough,"RP, SP",Rays,28.0,14.0,141.2,20.0,117.0,11.0,0.0,0.0,4.13,1.0,7.43,10.0,10.0,54.0,12.0,48.0,3.0,0.0,0.0,3.83,1.13,8.0,No outlook available.
Dylan Bundy,SP,Angels,30.0,30.0,161.2,58.0,162.0,7.0,0.0,0.0,4.79,1.35,9.02,11.0,11.0,60.0,19.0,65.0,3.0,0.0,0.0,4.65,1.23,9.75,"Will a change of surroundings help Bundy finally realized what many have hoped for years to be future fantasy ace potential? Unfortunately, that ceiling has lowered considerably, as his average fastball velocity dipped to a career-low 91.2 mph in 2019, he served up 26-plus homers for a third consecutive year and saw his walk rate rise to 8.3%. In Bundy's defense, however, his swinging-strike rate rose for the fourth consecutive season and his 42% ground ball rate was a career high, so perhaps a small step forward is possible following his trade to the Angels. There's enough here to warrant a late-round mixed league or middle-of-your-staff AL-only pick, but be cautious expecting much more."
Jose Quintana,SP,Cubs,32.0,31.0,171.0,46.0,152.0,13.0,0.0,1.0,4.68,1.39,8.0,9.0,9.0,49.0,18.0,41.0,3.0,0.0,0.0,4.96,1.45,7.53,"Quintana's inconsistency was on full display in 2019 as he contrasted stretches of dominance with others of frustrating futility. From April 11 to May 21, he posted a 2.32 ERA in 50.1 innings and complemented that with another stretch in which he struck out 33 batters and allowed only four earned runs over 26.1 frames in August. Yet the southpaw concluded the season with the worst ERA (4.68) of his career, thanks in part to an ugly finish -- 23 earned runs over his last 18.2 innings. It would be convenient to chalk up his struggles to bad luck, but that would be glossing over his career-worst 37.7 Hard% and 29.2 LD%. Quintana also continued a three-year decline in strikeout rate, dropping to a below-average 20.4% last season. He should be viewed as merely a streamer in fantasy leagues."
Garrett Richards,SP,Padres,3.0,3.0,8.2,6.0,11.0,0.0,0.0,0.0,8.31,1.85,11.42,9.0,9.0,48.0,23.0,46.0,2.0,0.0,0.0,5.25,1.46,8.63,"After initially trying to treat a torn UCL with plasma and stem-cell injections, Richards ultimately underwent Tommy John surgery in July 2018. The Padres signed him to a two-year deal that off-season with the expectation that Richards would be ready for the 2020 campaign. The oft-injured right-hander made it back on the hill late last season, throwing 8 2/3 innings over three appearances, walking six but fanning 11. While his control was obviously off, Richards velocity was only half a tick below his pre-surgery level, boding well for 2020. Barring a setback in the offseason, Richards will slot into the Padres rotation and be a fantasy wild-card. He's shown ace stuff in-between injuries so he's worth a speculative play when drafting a group of pitchers you're planning on streaming."
Giovanny Gallegos,RP,Cardinals,66.0,0.0,74.0,16.0,93.0,3.0,1.0,19.0,2.31,0.81,11.31,16.0,0.0,22.0,5.0,28.0,1.0,7.0,3.0,3.27,1.0,11.45,"Gallegos' final four months of 2019 were superb: 17 holds, three saves, a 1.59 ERA, 0.76 WHIP and 30.0% strikeout rate in 46 appearances. While some good fortune on balls in play contributed (.207 BABIP), his 5.81 K-to-walk full season ratio coupled with a massive boost in the performance of his slider hammered home his arrival as an elite late-inning reliever. The Cardinals haven't firmed up the identity of their closer -- it could be Carlos Martinez, or Andrew Miller, or Gallegos or a committee -- so Gallegos has as much fantasy upside as anyone not locked into the role, since he's arguably the most deserving of it of the bunch. He'll also be one of the most effective choices in holds leagues even if he doesn't emerge in the ninth."
Anthony DeSclafani,SP,Reds,31.0,31.0,166.2,49.0,167.0,9.0,0.0,0.0,3.89,1.2,9.02,10.0,10.0,53.0,16.0,52.0,3.0,0.0,0.0,4.58,1.25,8.83,No outlook available.
Mitch Keller,SP,Pirates,11.0,11.0,48.0,16.0,65.0,1.0,0.0,0.0,7.13,1.83,12.19,11.0,11.0,56.0,23.0,50.0,3.0,0.0,0.0,4.82,1.45,8.04,"On the surface, Keller's big-league debut season was a disaster. A closer look under the hood shows he was done in by a 10.64 first-inning ERA, a .478 overall BABIP and a 59.6% overall LOB rate. His FIP, unbelievably, was 3.19 -- a sign that inexplicably bad luck plagued him, and he did have five serviceable starts out of eight to conclude the year. Keller should get better bounces this time around, and he has swing-and-miss stuff that should lock him into the Pirates rotation. He's a wise late-round stash, even in a 12-team mixed league."
Miles Mikolas,SP,Cardinals,32.0,32.0,184.0,32.0,144.0,9.0,0.0,0.0,4.16,1.22,7.04,10.0,10.0,58.0,11.0,43.0,3.0,0.0,0.0,4.66,1.26,6.67,"Mikolas' follow-up to his successful return from playing overseas was a mixed bag. He continued to be stingy with the walks and kept hitters off balance, but like many, struggled to keep the new baseball in the yard and was a bit more hittable, resulting in an ERA that was out of balance with a solid WHIP. He does not have great stuff, but the combination of his pitches and how he executed them drove his 2018 success. Last season, the slider -- a pitch he throws 25% of the time -- failed him miserably. Batters hit .184 off Mikolas' slider in 2018, swinging and missing 14% of the time. Last season batters hit .287 off the same pitch while swinging and missing only 11% of the time. He needs that pitch to find a happy medium in 2020."
Aaron Civale,SP,Indians,10.0,10.0,57.2,16.0,46.0,3.0,0.0,0.0,2.34,1.04,7.18,10.0,10.0,57.0,16.0,43.0,4.0,0.0,0.0,3.95,1.25,6.79,"Cleveland's system has produced some impressive starters -- Mike Clevinger and Shane Bieber -- in recent seasons, and Civale has done enough to hint he could be the next name on the list. The 24-year-old posted a 2.35 ERA in 13 starts across the two highest levels of the minors last season and carried that performance into his first stint in the big leagues, recording a 2.34 ERA in 10 starts. His 7.1 BB% was strong, but his unimpressive 20.3 K% should cast some doubts on his ability to approach the level of his aforementioned teammates. Civale relied on contact management to prevent runs last season, holding opponents to a miniscule 2.4% barrel rate. It's tough to fully buy into that skill after just 10 starts. Those who buy the hype this offseason are at risk of Civale being little more than a low-whiff back-end starter, though the risk is not that great if he remains among the more speculative part of the draft class."
Ryan Pressly,RP,Astros,55.0,0.0,54.1,12.0,72.0,2.0,3.0,31.0,2.32,0.9,11.93,21.0,0.0,21.0,4.0,30.0,1.0,2.0,11.0,2.14,0.9,12.86,No outlook available.
Seth Lugo,RP,Mets,61.0,0.0,80.0,16.0,104.0,7.0,6.0,21.0,2.7,0.9,11.7,14.0,0.0,24.0,6.0,25.0,1.0,2.0,9.0,3.0,1.04,9.38,"Considering how it started, Lugo's 2019 campaign was remarkable. After his first four appearances, spanning 3.2 frames, Lugo had a bloated 12.77 ERA and 3.00 WHIP. From that point on, he posted a 2.24 ERA and a 0.90 WHIP, fanning 99 in 76.1 innings. The right-hander finished with six saves, 21 holds and seven vultured wins. A converted starter, Lugo continues to deploy the same four-pitch mix he utilized in the rotation but with the expected bump in velocity. With the Mets fortifying their bullpen, Lugo may receive the opportunity to return to the rotation. His success will depend on how much of the velocity gains he can maintain, along how well he takes to being stretched out again, though his workload has been hefty out of the bullpen. If he stays a reliever, Lugo is a top option in holds leagues as well as formats favoring ratio support from dominant relievers."
Yonny Chirinos,"SP, RP",Rays,26.0,18.0,133.1,28.0,114.0,9.0,0.0,0.0,3.85,1.05,7.7,10.0,10.0,52.0,12.0,45.0,3.0,0.0,0.0,3.81,1.13,7.79,"Chirinos struck out more than four batters for every one he walked over 133.1 innings with the Rays last season. He did battle some gopheritis, but that was the case for pretty much everyone in 2019, and Chirinos still finished with roughly $5 earned in 12-team mixed leagues. Right middle finger inflammation limited Chirinos to just 33.1 innings after the All-Star break after he threw 100 frames in the first half, and his performance slipped in those 33.1 innings, hurting his overall season numbers. He was deployed occasionally as a ""primary"" or ""bulk"" reliever -- eight of his 26 appearances came out of the bullpen -- and the Rays have said Chirinos may not be a full-time starter in 2020. Chances are, Chirinos will blow past 100 innings again while pushing close to double-digit wins with strong ratios, but the unconventional usage does put a cap on his fantasy upside."
Pablo Lopez,SP,Marlins,22.0,21.0,111.1,27.0,95.0,5.0,0.0,0.0,5.09,1.24,7.68,11.0,11.0,59.0,20.0,50.0,3.0,0.0,0.0,4.88,1.36,7.63,"Just as Lopez appeared to be taking the next step, enjoying a five-quality-starts-in-six-turns stretch between May 18 and June 15, a shoulder strain sidelined him for two-plus months, after which he showed nowhere near the same level of control or consistency. Even with it, he had some tantalizing ratios that put him on the 2020 sleeper list: 5.8% walk rate, 3.52 K-to-walk ratio, 48% ground ball rate, things that make him one of the higher-ceiling picks among late-rounder candidates. Lopez is one to watch during spring training, as the healthy version has a chance at turning in a top-50 fantasy starter season."
Steven Matz,SP,Mets,32.0,30.0,160.1,52.0,153.0,11.0,0.0,1.0,4.21,1.34,8.59,9.0,9.0,46.0,17.0,40.0,3.0,0.0,0.0,4.7,1.35,7.83,No outlook available.
Emilio Pagan,RP,Padres,66.0,0.0,70.0,13.0,96.0,4.0,20.0,7.0,2.31,0.83,12.34,19.0,0.0,22.0,4.0,30.0,1.0,1.0,6.0,2.86,0.91,12.27,"Pagan was acquired just before Christmas of 2018 in exchange for some farm system depth. The Rays were attracted to Pagan's fastball spin rate, his ability to work up in the zone and his effectiveness against righties. They believed there was more in his tank and they were right, as they got him to consistently let his high-spin fastball ride up in the zone to great results. Pagan had career-best strikeout and swinging-strike rates and ended up with 20 saves to lead the club. The expected stats validate the solid performance from the former middle reliever as well, but he is not without flaws. Living up in the zone comes with the risk of allowing homers, and Pagan allowed 25 in 132 innings over the past two seasons. It is unlikely that issue will go away."
Josh Lindblom,SP,Brewers,,,,,,,,,,,,9.0,9.0,47.0,14.0,40.0,3.0,0.0,0.0,4.98,1.36,7.66,"Signed during the offseason by the Brewers following back-to-back solid seasons in the Korean Baseball Organization, Lindblom should claim a rotation spot with the team this spring, his first regular such role in the U.S. He had hints of relief success with the Dodgers in 2011-12, but has since become a control artist (4.6% walk rate in 2018-19) with a useful combination of a low-90s fastball, a slider/cutter hybrid and a splitter. At first glance, Lindblom might play to his matchups rather than be an every-start option in fantasy, but he's worth watching during Cactus League play for a better read. View him as a deep-mixed/NL-only late-rounder."
Alex Wood,SP,Dodgers,7.0,7.0,35.2,9.0,30.0,1.0,0.0,0.0,5.8,1.4,7.57,12.0,8.0,48.0,13.0,43.0,3.0,0.0,0.0,4.69,1.27,8.06,"Injuries limited Wood to seven big-league starts in 2019 -- and 69 plus 12 relief appearances the past four seasons -- and caused him to post a career-low 38.2% ground ball rate, explaining the 11 homers he surrendered, and a 19.6% strikeout rate that represented his third straight year of decline in the category. Now back with the Dodgers, he should have the inside track on a rotation spot, but he's a dangerous pitcher to presume healthy enough for even 20 starts. Consider him more of an NL-only late rounder."
Ross Stripling,"RP, SP",Dodgers,32.0,15.0,90.2,20.0,93.0,4.0,0.0,3.0,3.47,1.15,9.23,14.0,10.0,58.0,14.0,56.0,4.0,0.0,1.0,4.03,1.22,8.69,"As the Dodgers often do, they bounced Stripling between the rotation and bullpen throughout 2019, which is why it was so frustrating to his prospective fantasy managers to see his reported trade to the Angels quashed in February. While his 2019 wasn't as sparkling as his 2018, it contained similarly appealing peripherals: 3.47 FIP (five-hundredths off his 2018 number), 5.4% walk rate, 50% ground ball rate, 8.5 Runs Above Average with his curveball. #FreeStripling might again be a popular hash tag in 2020, as a committed rotation spot might go a long way towards cementing him a top-50 fantasy starter. For now, throw a dart."
Michael Pineda,SP,Twins,26.0,26.0,146.0,28.0,140.0,11.0,0.0,0.0,4.01,1.16,8.63,4.0,4.0,22.0,4.0,22.0,2.0,0.0,0.0,4.09,1.18,9.0,"After throwing just 12 minor league innings rehabbing from Tommy John surgery in 2018, Pineda turned in a solid 2019 campaign, albeit truncated with a 60-game suspension for testing positive for a banned diuretic. As one might expect after such a long layoff, Pineda improved as the season progressed. His first half ERA and WHIP were 4.56 and 1.18, compared to 3.04 and 1.13 after. Pineda's K% improved from 22% to 26.7%. Minnesota non-tendered the 31-year-old righthander but quickly signed him to a two-year contract. Pineda will return to the Twins' rotation after missing the remaining 39 games on his suspension. If he can maintain his strikeout gains, Pineda's low WHIP and potential for wins render him a mid-tier fantasy starter."
Dellin Betances,RP,Mets,1.0,0.0,0.2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,27.0,26.0,0.0,21.0,9.0,30.0,1.0,3.0,7.0,3.0,1.1,12.86,"Injuries ruined Betances' 2019, beginning with a shoulder problem that cost him five months, and concluding with a season-ending Achilles' injury that occurred in his only appearance all year. He's expected to be healthy to begin 2020, and should occupy a late-inning role for his new team across town, the Mets surely regarding him a fallback option should closer Edwin Diaz struggle for the second straight year. Before the injuries, Betances was riding a record five-straight seasons of at least 100 strikeouts in relief, so there's reason to believe he can contribute to fantasy teams even in a setup role. Select him for holds, Ks and the ERA/WHIP help, with those most valuable in leagues with daily transactions."
Sandy Alcantara,SP,Marlins,32.0,32.0,197.1,81.0,151.0,6.0,0.0,0.0,3.88,1.32,6.89,11.0,11.0,65.0,29.0,48.0,3.0,0.0,0.0,4.43,1.4,6.65,"Despite losing 14 games last season, Alcantara gave the Marlins plenty to be excited about, as he pitched 197.1 innings, earned an All-Star berth and flashed his vast potential at various points in the campaign. The right-hander is armed with a mid-to-upper-90s fastball that occasionally touches triple digits and possesses late movement. However, it would be a stretch to say that Alcantara has put it all together, as his secondary offerings remain works in progress, limiting his ability to keep hitters off balance and thus generate strikeouts. It's fair to want better than Alcantara's 18.0 K%, given his ability to throw heat, though that number did jump to 20.0% over the second half of the campaign. Further improvement is dependent on Alcantara's continued growth in terms of both consistency and command. He's far from a true ace but may head up the Marlins' staff in 2020."
Dustin May,RP,Dodgers,14.0,4.0,34.2,5.0,32.0,2.0,0.0,4.0,3.63,1.1,8.31,17.0,6.0,47.0,13.0,38.0,3.0,0.0,0.0,4.21,1.26,7.28,"Universally regarded one of the top starting pitching prospects in baseball entering 2019, May parlayed a 3.38 ERA, 1.13 WHIP and 24.6% strikeout rate in 20 starts between Double-A Tulsa and Triple-A Oklahoma City into initially a big-league rotation spot and ultimately a swingman role, during which he had a sparkling 6.4 K-to-walk ratio. He's an imposing pitcher with a high-90s sinker, which with his size has helped him generate many grounders throughout his professional career and makes him a low-risk pick, even with as little experience as he has. May should be in the mix for a Dodgers rotation spot, but even if he remains in a swingman role, can contribute enough to warrant late-round mixed league consideration. It's also perhaps your last chance to secure him on the cheap in dynasty leagues."
Keone Kela,RP,Pirates,32.0,0.0,29.2,11.0,33.0,2.0,1.0,6.0,2.12,1.01,10.01,15.0,0.0,14.0,5.0,15.0,1.0,7.0,1.0,3.21,1.14,9.64,"Kela's rocky 2019 campaign included two trips to the injured list (both for elbow inflammation) and two suspensions (one for violating team rules and one for throwing at an opponent's head). In his 29.2 healthy innings he found a good deal of success, finishing with a 2.12 ERA and 1.01 WHIP. It took a .225 BABIP and an 89.6% strand rate to get him there, however, and his 3.52 FIP and 4.28 xFIP tell a considerably less impressive story. His 27.7 K% and 9.2 BB% aren't close to elite closer material. He probably won't have to be anywhere near elite to keep the closing job all season for a Pirates team that lacks quality alternatives. Still, injury worries and character concerns affect his job security, limiting him to the lower tier of closing options this draft season."
Kevin Gausman,"SP, RP",Giants,31.0,17.0,102.1,32.0,114.0,3.0,0.0,2.0,5.72,1.42,10.03,11.0,11.0,57.0,17.0,55.0,3.0,0.0,0.0,4.74,1.37,8.68,"The Braves were hopeful entering the 2019 campaign as Gausman pitched well after being acquired from the Orioles in July 2018. Unfortunately, the success was fleeting as Gausman was released in early August after posting a gaudy 6.19 ERA in 16 starts. The Reds claimed the right-hander and inserted him into their bullpen where Gausman thrived despite a 4.07 ERA, sporting a 1.16 WHIP with 29 strikeouts in 22 1/3 innings, walking just five. The Giants signed Gausman after the Reds let him go following the season. The plan is for Gausman to return to starting, hoping the pitcher-friendly dimensions of Oracle Park spur a career rejuvenation. There's reason for optimism as homers have always been an issue for Gausman -- see his career 13.5% HR/FB mark. If Gausman fails as a starter, he's proven capable of transitioning back to a reliever."
Scott Oberg,RP,Rockies,49.0,0.0,56.0,23.0,58.0,6.0,5.0,8.0,2.73,1.13,9.32,22.0,0.0,23.0,7.0,26.0,1.0,9.0,1.0,3.52,1.17,10.17,"Oberg appeared to be the presumptive favorite to close for the Rockies this season after posting a 2.25 ERA in 56 innings in 2019. He moved into that role in the second half of last year, picking up five saves before being shut down due to blood clots. Manager Bud Black elected to go with experience over performance, however, naming veteran Wade Davis his closer at the start of camp despite Davis' miserable 8.65 ERA last season. Given how much better Oberg pitched in 2019, it's easy to see him reclaiming the job fairly early in the year, placing him near the top of the list of non-closing relief targets. That's not to say he'd be an elite closer if given the position. His career-best 26.0 K% last season hardly jumps off the page, and he still calls Coors Field home."
Daniel Hudson,RP,Nationals,69.0,1.0,73.0,27.0,71.0,9.0,8.0,11.0,2.47,1.14,8.75,24.0,0.0,25.0,9.0,24.0,1.0,3.0,4.0,3.96,1.28,8.64,"After a four-year stretch of mostly tepid numbers out of the bullpen, Hudson revived his career last season, first with Toronto and later with Washington. Collectively, his 2.47 ERA was more than a full run better than any mark he had previously posted as a reliever. Even better, that ERA shrunk to 1.44 over 25 innings with Washington, the team he will pitch for again in 2020. Nonetheless, there are reasons to be cautious about overhyping Hudson's performance, as his 5.08 xFIP hints at likely regression. The right-hander is unlikely to see a repeat of his .247 BABIP or 81.8 LOB%, as both numbers fall far outside his career norm. Furthermore, Hudson's strikeout rate was an unimpressive 23.4% despite a fastball that clocked in at more than 96 mph. Hudson is likely to fall behind Sean Doolittle in the bullpen pecking order anyway, limiting his fantasy value to leagues that count holds."
Brendan McKay,SP,Rays,13.0,11.0,49.0,16.0,56.0,2.0,0.0,0.0,4.96,1.39,10.29,14.0,2.0,22.0,7.0,25.0,2.0,0.0,0.0,3.27,1.14,10.23,"Forgive him his so-so pitching stat line from his 2019 debut season, as McKay breezed through three competitive levels while continuing to deal with a lack of clarity with his role on the hitting side. He thoroughly dominated the Double- and Triple-A levels, posting a combined 1.10 ERA and 36.7% strikeout rate in 13 starts and two relief appearances, and in three of his 11 big-league starts despite frequently riding the Triple-A shuttle he posted Bill James Game Scores of 66 or greater. McKay's long-term ceiling is high and he should factor into the Rays' 2020 plans, more so on the pitching than hitting side, though he's a dual-eligible you can use in the latter if he factors into the DH or first base mix on certain days. He's a worthy late-round stash."
